home_team,away_team,tournament,city,country,neutral,year
Chile,Wales,Algarve Cup,Faro,Portugal,True,2011
Portugal,Romania,Algarve Cup,Parchal,Portugal,False,2011
Scotland,Italy,Cyprus Cup,Nicosia,Cyprus,True,2011
Canada,England,Cyprus Cup,Nicosia,Cyprus,True,2011
Netherlands,Switzerland,Cyprus Cup,Larnaca,Cyprus,True,2011
New Zealand,France,Cyprus Cup,Nicosia,Cyprus,True,2011
Mexico,Northern Ireland,Cyprus Cup,Sotira,Cyprus,True,2011
Russia,South Korea,Cyprus Cup,Paralimni,Cyprus,True,2011
Lithuania,Luxembourg,UEFA Euro qualification,Strumica,Macedonia,True,2011
Macedonia,Latvia,UEFA Euro qualification,Strumica,Macedonia,False,2011
Georgia,Faroe Islands,UEFA Euro qualification,Ta' Qali,Malta,True,2011
Malta,Armenia,UEFA Euro qualification,Ta' Qali,Malta,False,2011
Romania,Chile,Algarve Cup,Parchal,Portugal,True,2011
Portugal,Finland,Algarve Cup,Loulé,Portugal,False,2011
China PR,Wales,Algarve Cup,Albufeira,Portugal,True,2011
Norway,Denmark,Algarve Cup,Ferreiras,Portugal,True,2011
Sweden,Japan,Algarve Cup,Parchal,Portugal,True,2011
Iceland,United States,Algarve Cup,Faro,Portugal,True,2011
Switzerland,Northern Ireland,Cyprus Cup,Larnaca,Cyprus,True,2011
Italy,Russia,Cyprus Cup,Nicosia,Cyprus,True,2011
New Zealand,Mexico,Cyprus Cup,Paralimni,Cyprus,True,2011
England,South Korea,Cyprus Cup,Larnaca,Cyprus,True,2011
Scotland,France,Cyprus Cup,Nicosia,Cyprus,True,2011
Canada,Netherlands,Cyprus Cup,Paralimni,Cyprus,True,2011
Iceland,Bulgaria,UEFA Euro qualification,Reykjavík,Iceland,False,2011
Nigeria,France,FIFA World Cup,Sinsheim,Germany,True,2011
Germany,Canada,FIFA World Cup,Berlin,Germany,False,2011
Japan,New Zealand,FIFA World Cup,Bochum,Germany,True,2011
Mexico,England,FIFA World Cup,Wolfsburg,Germany,True,2011
Colombia,Sweden,FIFA World Cup,Leverkusen,Germany,True,2011
United States,North Korea,FIFA World Cup,Dresden,Germany,True,2011
Norway,Equatorial Guinea,FIFA World Cup,Augsburg,Germany,True,2011
Brazil,Australia,FIFA World Cup,Mönchengladbach,Germany,True,2011
Canada,France,FIFA World Cup,Bochum,Germany,True,2011
Germany,Nigeria,FIFA World Cup,Frankfurt,Germany,False,2011
Japan,Mexico,FIFA World Cup,Leverkusen,Germany,True,2011
New Zealand,England,FIFA World Cup,Dresden,Germany,True,2011
North Korea,Sweden,FIFA World Cup,Augsburg,Germany,True,2011
United States,Colombia,FIFA World Cup,Sinsheim,Germany,True,2011
Australia,Equatorial Guinea,FIFA World Cup,Bochum,Germany,True,2011
Brazil,Norway,FIFA World Cup,Wolfsburg,Germany,True,2011
Germany,France,FIFA World Cup,Mönchengladbach,Germany,False,2011
Canada,Nigeria,FIFA World Cup,Dresden,Germany,True,2011
England,Japan,FIFA World Cup,Augsburg,Germany,True,2011
New Zealand,Mexico,FIFA World Cup,Sinsheim,Germany,True,2011
Sweden,United States,FIFA World Cup,Wolfsburg,Germany,True,2011
North Korea,Colombia,FIFA World Cup,Bochum,Germany,True,2011
Equatorial Guinea,Brazil,FIFA World Cup,Frankfurt,Germany,True,2011
Australia,Norway,FIFA World Cup,Leverkusen,Germany,True,2011
England,France,FIFA World Cup,Leverkusen,Germany,True,2011
Germany,Japan,FIFA World Cup,Wolfsburg,Germany,False,2011
Sweden,Australia,FIFA World Cup,Augsburg,Germany,True,2011
Brazil,United States,FIFA World Cup,Dresden,Germany,True,2011
France,United States,FIFA World Cup,Mönchengladbach,Germany,True,2011
Japan,Sweden,FIFA World Cup,Frankfurt,Germany,True,2011
Sweden,France,FIFA World Cup,Sinsheim,Germany,True,2011
Japan,United States,FIFA World Cup,Frankfurt,Germany,True,2011
Belarus,Estonia,UEFA Euro qualification,Molodechno,Belarus,False,2011
Israel,France,UEFA Euro qualification,Ness Ziona,Israel,False,2011
Bosnia and Herzegovina,Italy,UEFA Euro qualification,Sarajevo,Bosnia and Herzegovina,False,2011
Kazakhstan,Romania,UEFA Euro qualification,Shymkent,Kazakhstan,False,2011
Germany,Switzerland,UEFA Euro qualification,Augsburg,Germany,False,2011
Turkey,Spain,UEFA Euro qualification,Istanbul,Turkey,False,2011
Belgium,Hungary,UEFA Euro qualification,Dessel,Belgium,False,2011
Iceland,Norway,UEFA Euro qualification,Reykjavík,Iceland,False,2011
Wales,Republic of Ireland,UEFA Euro qualification,Newport,Wales,False,2011
Serbia,England,UEFA Euro qualification,Belgrade,Serbia,False,2011
Armenia,Portugal,UEFA Euro qualification,Yerevan,Armenia,False,2011
Austria,Czech Republic,UEFA Euro qualification,Vöcklabruck,Austria,False,2011
Estonia,Ukraine,UEFA Euro qualification,Tallinn,Estonia,False,2011
Poland,Russia,UEFA Euro qualification,Racibórz,Poland,False,2011
Switzerland,Romania,UEFA Euro qualification,Aarau,Switzerland,False,2011
Norway,Hungary,UEFA Euro qualification,Nadderud,Norway,False,2011
Iceland,Belgium,UEFA Euro qualification,Reykjavík,Iceland,False,2011
Netherlands,Serbia,UEFA Euro qualification,Velsen-Zuid,Netherlands,False,2011
Armenia,Denmark,UEFA Euro qualification,Yerevan,Armenia,False,2011
Kazakhstan,Turkey,UEFA Euro qualification,Shymkent,Kazakhstan,False,2011
Republic of Ireland,France,UEFA Euro qualification,Cork,Republic of Ireland,False,2011
England,Slovenia,UEFA Euro qualification,Swindon,England,False,2011
Russia,Bosnia and Herzegovina,UEFA Euro qualification,Krasnoarmeysk,Russia,False,2011
Macedonia,Italy,UEFA Euro qualification,Prilep,Macedonia,False,2011
Poland,Greece,UEFA Euro qualification,Nowy Sącz,Poland,False,2011
Turkey,Kazakhstan,UEFA Euro qualification,Mersin,Turkey,False,2011
Romania,Germany,UEFA Euro qualification,Bucharest,Romania,False,2011
Hungary,Iceland,UEFA Euro qualification,Pápa,Hungary,False,2011
Bulgaria,Northern Ireland,UEFA Euro qualification,Lovech,Bulgaria,False,2011
Republic of Ireland,Israel,UEFA Euro qualification,Dublin,Republic of Ireland,False,2011
Wales,France,UEFA Euro qualification,Llanelli,Wales,False,2011
Ukraine,Slovakia,UEFA Euro qualification,Chernihiv,Ukraine,False,2011
Finland,Estonia,UEFA Euro qualification,Vantaa,Finland,False,2011
Croatia,Netherlands,UEFA Euro qualification,Vrbovec,Croatia,False,2011
Slovenia,Serbia,UEFA Euro qualification,Domžale,Slovenia,False,2011
Czech Republic,Portugal,UEFA Euro qualification,Písek,Czech Republic,False,2011
Denmark,Austria,UEFA Euro qualification,Vejle,Denmark,False,2011
Spain,Switzerland,UEFA Euro qualification,Madrid,Spain,False,2011
Macedonia,Greece,UEFA Euro qualification,Prilep,Macedonia,False,2011
Italy,Russia,UEFA Euro qualification,Treviso,Italy,False,2011
Poland,Bosnia and Herzegovina,UEFA Euro qualification,Sosnowiec,Poland,False,2011
Belgium,Norway,UEFA Euro qualification,Dessel,Belgium,False,2011
Northern Ireland,Iceland,UEFA Euro qualification,Belfast,Northern Ireland,False,2011
France,Israel,UEFA Euro qualification,Troyes,France,False,2011
Slovakia,Estonia,UEFA Euro qualification,Senec,Slovakia,False,2011
Austria,Armenia,UEFA Euro qualification,Bruck an der Mur,Austria,False,2011
Portugal,Denmark,UEFA Euro qualification,Barcelos,Portugal,False,2011
Kazakhstan,Spain,UEFA Euro qualification,Shymkent,Kazakhstan,False,2011
Romania,Turkey,UEFA Euro qualification,Bucharest,Romania,False,2011
Bulgaria,Hungary,UEFA Euro qualification,Lovech,Bulgaria,False,2011
Scotland,Wales,UEFA Euro qualification,Edinburgh,Scotland,False,2011
Belarus,Finland,UEFA Euro qualification,Molodechno,Belarus,False,2011
Croatia,Slovenia,UEFA Euro qualification,Vrbovec,Croatia,False,2011
Netherlands,England,UEFA Euro qualification,Zwolle,Netherlands,False,2011
Macedonia,Bosnia and Herzegovina,UEFA Euro qualification,Prilep,Macedonia,False,2011
Greece,Russia,UEFA Euro qualification,Athens,Greece,False,2011
Poland,Italy,UEFA Euro qualification,Pruszków,Poland,False,2011
Germany,Kazakhstan,UEFA Euro qualification,Wiesbaden,Germany,False,2011
Belgium,Bulgaria,UEFA Euro qualification,Dessel,Belgium,False,2011
Northern Ireland,Norway,UEFA Euro qualification,Lurgan,Northern Ireland,False,2011
Slovakia,Belarus,UEFA Euro qualification,Senec,Slovakia,False,2011
Serbia,Croatia,UEFA Euro qualification,Jakovo,Serbia,False,2011
Slovenia,Netherlands,UEFA Euro qualification,Ivančna Gorica,Slovenia,False,2011
Portugal,Austria,UEFA Euro qualification,Pombal,Portugal,False,2011
Romania,Spain,UEFA Euro qualification,Buftea,Romania,False,2011
Israel,Wales,UEFA Euro qualification,Ness Ziona,Israel,False,2011
Czech Republic,Armenia,UEFA Euro qualification,Roudnice nad Labem,Czech Republic,False,2011
Macedonia,Poland,UEFA Euro qualification,Prilep,Macedonia,False,2011
Italy,Greece,UEFA Euro qualification,Trani,Italy,False,2011
Turkey,Romania,UEFA Euro qualification,Izmir,Turkey,False,2011
Bulgaria,Belgium,UEFA Euro qualification,Lovech,Bulgaria,False,2011
Hungary,Northern Ireland,UEFA Euro qualification,Sopron,Hungary,False,2011
England,Serbia,UEFA Euro qualification,Doncaster,England,False,2011
Denmark,Armenia,UEFA Euro qualification,Vejle,Denmark,False,2011
Switzerland,Kazakhstan,UEFA Euro qualification,Aarau,Switzerland,False,2011
Spain,Germany,UEFA Euro qualification,Motril,Spain,False,2011
Ukraine,Belarus,UEFA Euro qualification,Sevastopol,Ukraine,False,2011
Netherlands,Croatia,UEFA Euro qualification,The Hague,Netherlands,False,2011
Israel,Scotland,UEFA Euro qualification,Ness Ziona,Israel,False,2011
Egypt,Ethiopia,African Championship qualification,Cairo,Egypt,False,2012
Namibia,Tanzania,African Championship qualification,Windhoek,Namibia,False,2012
Ivory Coast,Guinea,African Championship qualification,Abidjan,Ivory Coast,False,2012
Zambia,Malawi,African Championship qualification,Lusaka,Zambia,False,2012
Morocco,Tunisia,African Championship qualification,Rabat,Morocco,False,2012
Botswana,Zimbabwe,African Championship qualification,Gaborone,Botswana,False,2012
Uganda,DR Congo,African Championship qualification,Kampala,Uganda,False,2012
Mali,Ghana,African Championship qualification,Bamako,Mali,False,2012
Dominican Republic,United States,Olympic Games qualification,Vancouver,Canada,True,2012
United States,Guatemala,Olympic Games qualification,Vancouver,Canada,True,2012
United States,Mexico,Olympic Games qualification,Vancouver,Canada,True,2012
United States,Costa Rica,Olympic Games qualification,Vancouver,Canada,True,2012
Tunisia,Morocco,African Championship qualification,Soliman,Tunisia,False,2012
DR Congo,Uganda,African Championship qualification,Kinshasa,DR Congo,False,2012
Ethiopia,Egypt,African Championship qualification,Addis Ababa,Ethiopia,False,2012
Tanzania,Namibia,African Championship qualification,Dar es Salaam,Tanzania,False,2012
Guinea,Ivory Coast,African Championship qualification,Conakry,Guinea,False,2012
Malawi,Zambia,African Championship qualification,Blantyre,Malawi,False,2012
Zimbabwe,Botswana,African Championship qualification,Harare,Zimbabwe,False,2012
Ghana,Mali,African Championship qualification,Accra,Ghana,False,2012
Canada,United States,Olympic Games qualification,Vancouver,Canada,False,2012
United States,New Zealand,Friendly,Frisco,United States,False,2012
Greece,Bosnia and Herzegovina,UEFA Euro qualification,Thessaloniki,Greece,False,2012
Turkey,Germany,UEFA Euro qualification,Izmir,Turkey,False,2012
Belgium,Northern Ireland,UEFA Euro qualification,Dessel,Belgium,False,2012
Portugal,Armenia,UEFA Euro qualification,Cartaxo,Portugal,False,2012
China PR,Mexico,Four Nations Tournament,Chongqing,China PR,False,2012
South Korea,North Korea,Four Nations Tournament,Chongqing,China PR,True,2012
China PR,South Korea,Four Nations Tournament,Chongqing,China PR,False,2012
Mexico,North Korea,Four Nations Tournament,Chongqing,China PR,True,2012
China PR,North Korea,Four Nations Tournament,Chongqing,China PR,False,2012
Mexico,South Korea,Four Nations Tournament,Chongqing,China PR,True,2012
France,Switzerland,Cyprus Cup,Nicosia,Cyprus,True,2012
England,Finland,Cyprus Cup,Nicosia,Cyprus,True,2012
Netherlands,Italy,Cyprus Cup,Larnaca,Cyprus,True,2012
Canada,Scotland,Cyprus Cup,Larnaca,Cyprus,True,2012
South Korea,South Africa,Cyprus Cup,Achna,Cyprus,True,2012
New Zealand,Northern Ireland,Cyprus Cup,Larnaca,Cyprus,True,2012
Germany,Iceland,Algarve Cup,Lagos,Portugal,True,2012
Sweden,China PR,Algarve Cup,Santo António,Portugal,True,2012
Japan,Norway,Algarve Cup,Parchal,Portugal,True,2012
United States,Denmark,Algarve Cup,Lagos,Portugal,True,2012
Republic of Ireland,Hungary,Algarve Cup,Silves,Portugal,True,2012
Portugal,Wales,Algarve Cup,Parchal,Portugal,False,2012
Switzerland,England,Cyprus Cup,Larnaca,Cyprus,True,2012
Finland,France,Cyprus Cup,Larnaca,Cyprus,True,2012
Scotland,Netherlands,Cyprus Cup,Nicosia,Cyprus,True,2012
Italy,Canada,Cyprus Cup,Nicosia,Cyprus,True,2012
Northern Ireland,South Korea,Cyprus Cup,Larnaca,Cyprus,True,2012
South Africa,New Zealand,Cyprus Cup,Larnaca,Cyprus,True,2012
Iceland,Sweden,Algarve Cup,Ferreiras,Portugal,True,2012
Germany,China PR,Algarve Cup,Santo António,Portugal,True,2012
Denmark,Japan,Algarve Cup,Parchal,Portugal,True,2012
United States,Norway,Algarve Cup,Lagos,Portugal,True,2012
Portugal,Hungary,Algarve Cup,Parchal,Portugal,False,2012
Wales,Republic of Ireland,Algarve Cup,Ferreiras,Portugal,True,2012
England,France,Cyprus Cup,Paralimni,Cyprus,True,2012
Finland,Switzerland,Cyprus Cup,Paralimni,Cyprus,True,2012
Italy,Scotland,Cyprus Cup,Paralimni,Cyprus,True,2012
Netherlands,Canada,Cyprus Cup,Paralimni,Cyprus,True,2012
New Zealand,South Korea,Cyprus Cup,Paralimni,Cyprus,True,2012
Northern Ireland,South Africa,Cyprus Cup,Paralimni,Cyprus,True,2012
Sweden,Germany,Algarve Cup,Parchal,Portugal,True,2012
China PR,Iceland,Algarve Cup,Lagos,Portugal,True,2012
Norway,Denmark,Algarve Cup,Ferreiras,Portugal,True,2012
Japan,United States,Algarve Cup,Faro,Portugal,True,2012
Hungary,Wales,Algarve Cup,Santo António,Portugal,True,2012
Portugal,Republic of Ireland,Algarve Cup,Faro,Portugal,False,2012
Switzerland,Northern Ireland,Cyprus Cup,Larnaca,Cyprus,True,2012
Scotland,South Africa,Cyprus Cup,Paralimni,Cyprus,True,2012
New Zealand,Netherlands,Cyprus Cup,Achna,Cyprus,True,2012
South Korea,Finland,Cyprus Cup,Larnaca,Cyprus,True,2012
England,Italy,Cyprus Cup,Paralimni,Cyprus,True,2012
France,Canada,Cyprus Cup,Larnaca,Cyprus,True,2012
Hungary,Republic of Ireland,Algarve Cup,Quarteira,Portugal,True,2012
Portugal,China PR,Algarve Cup,Faro,Portugal,False,2012
Wales,Norway,Algarve Cup,Loulé,Portugal,True,2012
Iceland,Denmark,Algarve Cup,Ferreiras,Portugal,True,2012
Sweden,United States,Algarve Cup,Parchal,Portugal,True,2012
Germany,Japan,Algarve Cup,Faro,Portugal,True,2012
Russia,Macedonia,UEFA Euro qualification,Podolsk,Russia,False,2012
Greece,Poland,UEFA Euro qualification,Athens,Greece,False,2012
Italy,Bosnia and Herzegovina,UEFA Euro qualification,Ferrara,Italy,False,2012
Romania,Kazakhstan,UEFA Euro qualification,Buftea,Romania,False,2012
Germany,Spain,UEFA Euro qualification,Mannheim,Germany,False,2012
Switzerland,Turkey,UEFA Euro qualification,Aarau,Switzerland,False,2012
Bulgaria,Norway,UEFA Euro qualification,Lovech,Bulgaria,False,2012
France,Scotland,UEFA Euro qualification,Le Havre,France,False,2012
Slovakia,Finland,UEFA Euro qualification,Senec,Slovakia,False,2012
Croatia,England,UEFA Euro qualification,Vrbovec,Croatia,False,2012
Portugal,Czech Republic,UEFA Euro qualification,Tondela,Portugal,False,2012
Japan,United States,Friendly,Sendai,Japan,False,2012
Armenia,Austria,UEFA Euro qualification,Yerevan,Armenia,False,2012
Brazil,United States,Friendly,Chiba,Japan,True,2012
Russia,Italy,UEFA Euro qualification,Podolsk,Russia,False,2012
Greece,Macedonia,UEFA Euro qualification,Athens,Greece,False,2012
Hungary,Norway,UEFA Euro qualification,Kecskemét,Hungary,False,2012
Belgium,Iceland,UEFA Euro qualification,Dessel,Belgium,False,2012
France,Wales,UEFA Euro qualification,Caen,France,False,2012
Czech Republic,Denmark,UEFA Euro qualification,Prague,Czech Republic,False,2012
Spain,Kazakhstan,UEFA Euro qualification,Madrid,Spain,False,2012
Switzerland,Germany,UEFA Euro qualification,Aarau,Switzerland,False,2012
Scotland,Republic of Ireland,UEFA Euro qualification,Edinburgh,Scotland,False,2012
Finland,Slovakia,UEFA Euro qualification,Vantaa,Finland,False,2012
Ukraine,Estonia,UEFA Euro qualification,Sevastopol,Ukraine,False,2012
Netherlands,Slovenia,UEFA Euro qualification,Venlo,Netherlands,False,2012
Austria,Portugal,UEFA Euro qualification,Wiener Neustadt,Austria,False,2012
Northern Ireland,Hungary,UEFA Euro qualification,Lurgan,Northern Ireland,False,2012
Northern Ireland,Bulgaria,UEFA Euro qualification,Belfast,Northern Ireland,False,2012
Ivory Coast,Mozambique,African Championship qualification,Côte d'Ivoire,Ivory Coast,False,2012
Zambia,South Africa,African Championship qualification,Zambia,Zambia,False,2012
Morocco,Senegal,African Championship qualification,Morocco,Morocco,False,2012
Ghana,Cameroon,African Championship qualification,Ghana,Ghana,False,2012
Ethiopia,Tanzania,African Championship qualification,Ethiopia,Ethiopia,False,2012
Zimbabwe,Nigeria,African Championship qualification,Zimbabwe,Zimbabwe,False,2012
United States,China PR,Friendly,Chester,United States,False,2012
Germany,Romania,UEFA Euro qualification,Bielefeld,Germany,False,2012
Sweden,United States,Friendly,Halmstad,Sweden,False,2012
Tanzania,Ethiopia,African Championship qualification,Tanzania,Tanzania,False,2012
Mozambique,Ivory Coast,African Championship qualification,Mozambique,Mozambique,False,2012
South Africa,Zambia,African Championship qualification,South Africa,South Africa,False,2012
Senegal,Morocco,African Championship qualification,Senegal,Senegal,False,2012
Nigeria,Zimbabwe,African Championship qualification,Nigeria,Nigeria,False,2012
Italy,Macedonia,UEFA Euro qualification,Turin,Italy,False,2012
Russia,Greece,UEFA Euro qualification,Krasnoarmeysk,Russia,False,2012
Bosnia and Herzegovina,Poland,UEFA Euro qualification,Sarajevo,Bosnia and Herzegovina,False,2012
Switzerland,Spain,UEFA Euro qualification,Aarau,Switzerland,False,2012
Norway,Bulgaria,UEFA Euro qualification,Sarpsborg,Norway,False,2012
Iceland,Hungary,UEFA Euro qualification,Reykjavík,Iceland,False,2012
Scotland,Israel,UEFA Euro qualification,Edinburgh,Scotland,False,2012
Republic of Ireland,Wales,UEFA Euro qualification,Cork,Republic of Ireland,False,2012
Estonia,Belarus,UEFA Euro qualification,Otepää,Estonia,False,2012
Ukraine,Finland,UEFA Euro qualification,Chernigiv,Ukraine,False,2012
Croatia,Serbia,UEFA Euro qualification,Vrbovec,Croatia,False,2012
Czech Republic,Austria,UEFA Euro qualification,Prague,Czech Republic,False,2012
Cameroon,Ghana,African Championship qualification,Cameroon,Cameroon,False,2012
England,Netherlands,UEFA Euro qualification,Manchester,England,False,2012
Japan,United States,Friendly,Halmstad,Sweden,True,2012
Poland,Macedonia,UEFA Euro qualification,Toruń,Poland,False,2012
Hungary,Belgium,UEFA Euro qualification,Szombathely,Hungary,False,2012
Norway,Northern Ireland,UEFA Euro qualification,Sarpsborg,Norway,False,2012
Wales,Israel,UEFA Euro qualification,Wrexham,Wales,False,2012
Finland,Belarus,UEFA Euro qualification,Helsinki,Finland,False,2012
Slovakia,Ukraine,UEFA Euro qualification,Senec,Slovakia,False,2012
Serbia,Netherlands,UEFA Euro qualification,Jakovo,Serbia,False,2012
Denmark,Czech Republic,UEFA Euro qualification,Vejle,Denmark,False,2012
Bosnia and Herzegovina,Russia,UEFA Euro qualification,Sarajevo,Bosnia and Herzegovina,False,2012
Spain,Turkey,UEFA Euro qualification,Madrid,Spain,False,2012
Romania,Switzerland,UEFA Euro qualification,Buftea,Romania,False,2012
Bulgaria,Iceland,UEFA Euro qualification,Lovech,Bulgaria,False,2012
Republic of Ireland,Scotland,UEFA Euro qualification,Cork,Republic of Ireland,False,2012
